Location,Pixel_val,Coord_val,pixel_x,pixel_y,coord_x,coord_y,value
1250,"(25.0, 0.0)","(-11.783055543099959, 9.999861135630074)",25,0,-11.78305554,9.999861136,0.00547092
1251,"(25.0, 1.0)","(-11.783055543099959, 9.938283357359673)",25,1,-11.78305554,9.938283357,0.001199394
1252,"(25.0, 2.0)","(-11.783055543099959, 9.876705579089274)",25,2,-11.78305554,9.876705579,0.00042084
1253,"(25.0, 3.0)","(-11.783055543099959, 9.815127800818873)",25,3,-11.78305554,9.815127801,0.000715428
1254,"(25.0, 4.0)","(-11.783055543099959, 9.753550022548474)",25,4,-11.78305554,9.753550023,0.001633782
1255,"(25.0, 5.0)","(-11.783055543099959, 9.691972244278073)",25,5,-11.78305554,9.691972244,0.007175322
1256,"(25.0, 6.0)","(-11.783055543099959, 9.630394466007674)",25,6,-11.78305554,9.630394466,0.003198384
1257,"(25.0, 7.0)","(-11.783055543099959, 9.568816687737273)",25,7,-11.78305554,9.568816688,0.00199899
1258,"(25.0, 8.0)","(-11.783055543099959, 9.507238909466874)",25,8,-11.78305554,9.507238909,0.0021042
1259,"(25.0, 9.0)","(-11.783055543099959, 9.445661131196474)",25,9,-11.78305554,9.445661131,0.007624314
1260,"(25.0, 10.0)","(-11.783055543099959, 9.384083352926073)",25,10,-11.78305554,9.384083353,0.012751452
1261,"(25.0, 11.0)","(-11.783055543099959, 9.322505574655674)",25,11,-11.78305554,9.322505575,0.005744466
1262,"(25.0, 12.0)","(-11.783055543099959, 9.260927796385273)",25,12,-11.78305554,9.260927796,0.004986954
1263,"(25.0, 13.0)","(-11.783055543099959, 9.199350018114874)",25,13,-11.78305554,9.199350018,0.002094592
1264,"(25.0, 14.0)","(-11.783055543099959, 9.137772239844473)",25,14,-11.78305554,9.13777224,0.002756502
1265,"(25.0, 15.0)","(-11.783055543099959, 9.076194461574074)",25,15,-11.78305554,9.076194462,0.033625116
1266,"(25.0, 16.0)","(-11.783055543099959, 9.014616683303673)",25,16,-11.78305554,9.014616683,0.010142244
1267,"(25.0, 17.0)","(-11.783055543099959, 8.953038905033274)",25,17,-11.78305554,8.953038905,0.003535056
1268,"(25.0, 18.0)","(-11.783055543099959, 8.891461126762874)",25,18,-11.78305554,8.891461127,0.006032424
1269,"(25.0, 19.0)","(-11.783055543099959, 8.829883348492473)",25,19,-11.78305554,8.829883348,0.00757512
1270,"(25.0, 20.0)","(-11.783055543099959, 8.768305570222074)",25,20,-11.78305554,8.76830557,0.003030048
1271,"(25.0, 21.0)","(-11.783055543099959, 8.706727791951673)",25,21,-11.78305554,8.706727792,0.00199899
1272,"(25.0, 22.0)","(-11.783055543099959, 8.645150013681274)",25,22,-11.78305554,8.645150014,0.003351347
1273,"(25.0, 23.0)","(-11.783055543099959, 8.583572235410873)",25,23,-11.78305554,8.583572235,0.001851696
1274,"(25.0, 24.0)","(-11.783055543099959, 8.521994457140474)",25,24,-11.78305554,8.521994457,0.001220436
1275,"(25.0, 25.0)","(-11.783055543099959, 8.460416678870073)",25,25,-11.78305554,8.460416679,0.001388772
1276,"(25.0, 26.0)","(-11.783055543099959, 8.398838900599674)",25,26,-11.78305554,8.398838901,0.002146284
1277,"(25.0, 27.0)","(-11.783055543099959, 8.337261122329274)",25,27,-11.78305554,8.337261122,0.004398643
1278,"(25.0, 28.0)","(-11.783055543099959, 8.275683344058873)",25,28,-11.78305554,8.275683344,0.001304604
1279,"(25.0, 29.0)","(-11.783055543099959, 8.214105565788474)",25,29,-11.78305554,8.214105566,0.001283562
1280,"(25.0, 30.0)","(-11.783055543099959, 8.152527787518073)",25,30,-11.78305554,8.152527788,0.001283562
1281,"(25.0, 31.0)","(-11.783055543099959, 8.090950009247674)",25,31,-11.78305554,8.090950009,0.00148716
1282,"(25.0, 32.0)","(-11.783055543099959, 8.029372230977273)",25,32,-11.78305554,8.029372231,0.00568134
1283,"(25.0, 33.0)","(-11.783055543099959, 7.967794452706873)",25,33,-11.78305554,7.967794453,0.2868235
1284,"(25.0, 34.0)","(-11.783055543099959, 7.9062166744364735)",25,34,-11.78305554,7.906216674,0.039832506
1285,"(25.0, 35.0)","(-11.783055543099959, 7.844638896166074)",25,35,-11.78305554,7.844638896,0.00799596
1286,"(25.0, 36.0)","(-11.783055543099959, 7.783061117895674)",25,36,-11.78305554,7.783061118,0.011771606
1287,"(25.0, 37.0)","(-11.783055543099959, 7.721483339625273)",25,37,-11.78305554,7.72148334,0.005660298
1288,"(25.0, 38.0)","(-11.783055543099959, 7.659905561354874)",25,38,-11.78305554,7.659905561,0.010899756
1289,"(25.0, 39.0)","(-11.783055543099959, 7.598327783084473)",25,39,-11.78305554,7.598327783,0.005323626
1290,"(25.0, 40.0)","(-11.783055543099959, 7.536750004814074)",25,40,-11.78305554,7.536750005,0.004901345
1291,"(25.0, 41.0)","(-11.783055543099959, 7.475172226543673)",25,41,-11.78305554,7.475172227,0.006859692
1292,"(25.0, 42.0)","(-11.783055543099959, 7.413594448273273)",25,42,-11.78305554,7.413594448,0.00904806
1293,"(25.0, 43.0)","(-11.783055543099959, 7.3520166700028735)",25,43,-11.78305554,7.35201667,0.021063042
1294,"(25.0, 44.0)","(-11.783055543099959, 7.290438891732474)",25,44,-11.78305554,7.290438892,0.002861712
1295,"(25.0, 45.0)","(-11.783055543099959, 7.228861113462074)",25,45,-11.78305554,7.228861113,0.003874995
1296,"(25.0, 46.0)","(-11.783055543099959, 7.167283335191673)",25,46,-11.78305554,7.167283335,0.003535056
1297,"(25.0, 47.0)","(-11.783055543099959, 7.105705556921274)",25,47,-11.78305554,7.105705557,0.002567124
1298,"(25.0, 48.0)","(-11.783055543099959, 7.044127778650873)",25,48,-11.78305554,7.044127779,0.00010521
1299,"(25.0, 49.0)","(-11.783055543099959, 6.982550000380474)",25,49,-11.78305554,6.98255,0
1300,"(26.0, 0.0)","(-11.72243887594836, 9.999861135630074)",26,0,-11.72243888,9.999861136,0.002798586
1301,"(26.0, 1.0)","(-11.72243887594836, 9.938283357359673)",26,1,-11.72243888,9.938283357,0.002567124
1302,"(26.0, 2.0)","(-11.72243887594836, 9.876705579089274)",26,2,-11.72243888,9.876705579,0.00178857
1303,"(26.0, 3.0)","(-11.72243887594836, 9.815127800818873)",26,3,-11.72243888,9.815127801,0.001136268
1304,"(26.0, 4.0)","(-11.72243887594836, 9.753550022548474)",26,4,-11.72243888,9.753550023,0.001424322
1305,"(26.0, 5.0)","(-11.72243887594836, 9.691972244278073)",26,5,-11.72243888,9.691972244,0.003745476
1306,"(26.0, 6.0)","(-11.72243887594836, 9.630394466007674)",26,6,-11.72243888,9.630394466,0.002251494
1307,"(26.0, 7.0)","(-11.72243887594836, 9.568816687737273)",26,7,-11.72243888,9.568816688,0.0031563
1308,"(26.0, 8.0)","(-11.72243887594836, 9.507238909466874)",26,8,-11.72243888,9.507238909,0.00547092
1309,"(26.0, 9.0)","(-11.72243887594836, 9.445661131196474)",26,9,-11.72243888,9.445661131,0.002199321
1310,"(26.0, 10.0)","(-11.72243887594836, 9.384083352926073)",26,10,-11.72243888,9.384083353,0.0021042
1311,"(26.0, 11.0)","(-11.72243887594836, 9.322505574655674)",26,11,-11.72243888,9.322505575,0.00241983
1312,"(26.0, 12.0)","(-11.72243887594836, 9.260927796385273)",26,12,-11.72243888,9.260927796,0.002461914
1313,"(26.0, 13.0)","(-11.72243887594836, 9.199350018114874)",26,13,-11.72243888,9.199350018,0.002304051
1314,"(26.0, 14.0)","(-11.72243887594836, 9.137772239844473)",26,14,-11.72243888,9.13777224,0.002188368
1315,"(26.0, 15.0)","(-11.72243887594836, 9.076194461574074)",26,15,-11.72243888,9.076194462,0.00263025
1316,"(26.0, 16.0)","(-11.72243887594836, 9.014616683303673)",26,16,-11.72243888,9.014616683,0.01104705
1317,"(26.0, 17.0)","(-11.72243887594836, 8.953038905033274)",26,17,-11.72243888,8.953038905,0.00462924
1318,"(26.0, 18.0)","(-11.72243887594836, 8.891461126762874)",26,18,-11.72243888,8.891461127,0.00092162
1319,"(26.0, 19.0)","(-11.72243887594836, 8.829883348492473)",26,19,-11.72243888,8.829883348,0.002188368
1320,"(26.0, 20.0)","(-11.72243887594836, 8.768305570222074)",26,20,-11.72243888,8.76830557,0.001304604
1321,"(26.0, 21.0)","(-11.72243887594836, 8.706727791951673)",26,21,-11.72243888,8.706727792,0.000505008
1322,"(26.0, 22.0)","(-11.72243887594836, 8.645150013681274)",26,22,-11.72243888,8.645150014,0.004189184
1323,"(26.0, 23.0)","(-11.72243887594836, 8.583572235410873)",26,23,-11.72243888,8.583572235,0.00568134
1324,"(26.0, 24.0)","(-11.72243887594836, 8.521994457140474)",26,24,-11.72243888,8.521994457,0.000862722
1325,"(26.0, 25.0)","(-11.72243887594836, 8.460416678870073)",26,25,-11.72243888,8.460416679,0.001220436
1326,"(26.0, 26.0)","(-11.72243887594836, 8.398838900599674)",26,26,-11.72243888,8.398838901,0.00894285
1327,"(26.0, 27.0)","(-11.72243887594836, 8.337261122329274)",26,27,-11.72243888,8.337261122,0.00194797
1328,"(26.0, 28.0)","(-11.72243887594836, 8.275683344058873)",26,28,-11.72243888,8.275683344,0.002083158
1329,"(26.0, 29.0)","(-11.72243887594836, 8.214105565788474)",26,29,-11.72243888,8.214105566,0.003661308
1330,"(26.0, 30.0)","(-11.72243887594836, 8.152527787518073)",26,30,-11.72243888,8.152527788,0.003303594
1331,"(26.0, 31.0)","(-11.72243887594836, 8.090950009247674)",26,31,-11.72243888,8.090950009,0.003120942
1332,"(26.0, 32.0)","(-11.72243887594836, 8.029372230977273)",26,32,-11.72243888,8.029372231,0.002861712
1333,"(26.0, 33.0)","(-11.72243887594836, 7.967794452706873)",26,33,-11.72243888,7.967794453,0.080254187
1334,"(26.0, 34.0)","(-11.72243887594836, 7.9062166744364735)",26,34,-11.72243888,7.906216674,0.022073058
1335,"(26.0, 35.0)","(-11.72243887594836, 7.844638896166074)",26,35,-11.72243888,7.844638896,0.0147294
1336,"(26.0, 36.0)","(-11.72243887594836, 7.783061117895674)",26,36,-11.72243888,7.783061118,0.007791881
1337,"(26.0, 37.0)","(-11.72243887594836, 7.721483339625273)",26,37,-11.72243888,7.72148334,0.017022978
1338,"(26.0, 38.0)","(-11.72243887594836, 7.659905561354874)",26,38,-11.72243888,7.659905561,0.004166316
1339,"(26.0, 39.0)","(-11.72243887594836, 7.598327783084473)",26,39,-11.72243888,7.598327783,0.005386752
1340,"(26.0, 40.0)","(-11.72243887594836, 7.536750004814074)",26,40,-11.72243888,7.536750005,0.005194588
1341,"(26.0, 41.0)","(-11.72243887594836, 7.475172226543673)",26,41,-11.72243888,7.475172227,0.012246444
1342,"(26.0, 42.0)","(-11.72243887594836, 7.413594448273273)",26,42,-11.72243888,7.413594448,0.009553068
1343,"(26.0, 43.0)","(-11.72243887594836, 7.3520166700028735)",26,43,-11.72243888,7.35201667,0.030174228
1344,"(26.0, 44.0)","(-11.72243887594836, 7.290438891732474)",26,44,-11.72243888,7.290438892,0.005744466
1345,"(26.0, 45.0)","(-11.72243887594836, 7.228861113462074)",26,45,-11.72243888,7.228861113,0.001885133
1346,"(26.0, 46.0)","(-11.72243887594836, 7.167283335191673)",26,46,-11.72243888,7.167283335,0.003387762
1347,"(26.0, 47.0)","(-11.72243887594836, 7.105705556921274)",26,47,-11.72243888,7.105705557,0.00178857
1348,"(26.0, 48.0)","(-11.72243887594836, 7.044127778650873)",26,48,-11.72243888,7.044127779,0.001746486
1349,"(26.0, 49.0)","(-11.72243887594836, 6.982550000380474)",26,49,-11.72243888,6.98255,0
1350,"(27.0, 0.0)","(-11.661822208796758, 9.999861135630074)",27,0,-11.66182221,9.999861136,0.010891877
1351,"(27.0, 1.0)","(-11.661822208796758, 9.938283357359673)",27,1,-11.66182221,9.938283357,0.004587156
1352,"(27.0, 2.0)","(-11.661822208796758, 9.876705579089274)",27,2,-11.66182221,9.876705579,0.001989862
1353,"(27.0, 3.0)","(-11.661822208796758, 9.815127800818873)",27,3,-11.66182221,9.815127801,0.002953374
1354,"(27.0, 4.0)","(-11.661822208796758, 9.753550022548474)",27,4,-11.66182221,9.753550023,0.00383645
1355,"(27.0, 5.0)","(-11.661822208796758, 9.691972244278073)",27,5,-11.66182221,9.691972244,0.00297432
1356,"(27.0, 6.0)","(-11.661822208796758, 9.630394466007674)",27,6,-11.66182221,9.630394466,0.002366889
1357,"(27.0, 7.0)","(-11.661822208796758, 9.568816687737273)",27,7,-11.66182221,9.568816688,0.001424322
1358,"(27.0, 8.0)","(-11.661822208796758, 9.507238909466874)",27,8,-11.66182221,9.507238909,0.003330401
1359,"(27.0, 9.0)","(-11.661822208796758, 9.445661131196474)",27,9,-11.66182221,9.445661131,0.001271867
1360,"(27.0, 10.0)","(-11.661822208796758, 9.384083352926073)",27,10,-11.66182221,9.384083353,0.001152025
1361,"(27.0, 11.0)","(-11.661822208796758, 9.322505574655674)",27,11,-11.66182221,9.322505575,0.001927024
1362,"(27.0, 12.0)","(-11.661822208796758, 9.260927796385273)",27,12,-11.66182221,9.260927796,0.005173642
1363,"(27.0, 13.0)","(-11.661822208796758, 9.199350018114874)",27,13,-11.66182221,9.199350018,0.003544547
1364,"(27.0, 14.0)","(-11.661822208796758, 9.137772239844473)",27,14,-11.66182221,9.13777224,0.001549998
1365,"(27.0, 15.0)","(-11.661822208796758, 9.076194461574074)",27,15,-11.66182221,9.076194462,0.001382431
1366,"(27.0, 16.0)","(-11.661822208796758, 9.014616683303673)",27,16,-11.66182221,9.014616683,0.003477022
1367,"(27.0, 17.0)","(-11.661822208796758, 8.953038905033274)",27,17,-11.66182221,8.953038905,0.003267563
1368,"(27.0, 18.0)","(-11.661822208796758, 8.891461126762874)",27,18,-11.66182221,8.891461127,0.00227268
1369,"(27.0, 19.0)","(-11.661822208796758, 8.829883348492473)",27,19,-11.66182221,8.829883348,0.001633782
1370,"(27.0, 20.0)","(-11.661822208796758, 8.768305570222074)",27,20,-11.66182221,8.76830557,0.00113108
1371,"(27.0, 21.0)","(-11.661822208796758, 8.706727791951673)",27,21,-11.66182221,8.706727792,0.001382431
1372,"(27.0, 22.0)","(-11.661822208796758, 8.645150013681274)",27,22,-11.66182221,8.645150014,0.005879777
1373,"(27.0, 23.0)","(-11.661822208796758, 8.583572235410873)",27,23,-11.66182221,8.583572235,0.003288509
1374,"(27.0, 24.0)","(-11.661822208796758, 8.521994457140474)",27,24,-11.66182221,8.521994457,0.000544594
1375,"(27.0, 25.0)","(-11.661822208796758, 8.460416678870073)",27,25,-11.66182221,8.460416679,0.000523648
1376,"(27.0, 26.0)","(-11.661822208796758, 8.398838900599674)",27,26,-11.66182221,8.398838901,0.000712161
1377,"(27.0, 27.0)","(-11.661822208796758, 8.337261122329274)",27,27,-11.66182221,8.337261122,0.001021663
1378,"(27.0, 28.0)","(-11.661822208796758, 8.275683344058873)",27,28,-11.66182221,8.275683344,0.002010808
1379,"(27.0, 29.0)","(-11.661822208796758, 8.214105565788474)",27,29,-11.66182221,8.214105566,0.002722969
1380,"(27.0, 30.0)","(-11.661822208796758, 8.152527787518073)",27,30,-11.66182221,8.152527788,0.004524318
1381,"(27.0, 31.0)","(-11.661822208796758, 8.090950009247674)",27,31,-11.66182221,8.090950009,0.001438669
1382,"(27.0, 32.0)","(-11.661822208796758, 8.029372230977273)",27,32,-11.66182221,8.029372231,0.000942566
1383,"(27.0, 33.0)","(-11.661822208796758, 7.967794452706873)",27,33,-11.66182221,7.967794453,0.003309455
1384,"(27.0, 34.0)","(-11.661822208796758, 7.9062166744364735)",27,34,-11.66182221,7.906216674,0.006304721
1385,"(27.0, 35.0)","(-11.661822208796758, 7.844638896166074)",27,35,-11.66182221,7.844638896,0.010849985
1386,"(27.0, 36.0)","(-11.661822208796758, 7.783061117895674)",27,36,-11.66182221,7.783061118,0.00531682
1387,"(27.0, 37.0)","(-11.661822208796758, 7.721483339625273)",27,37,-11.66182221,7.72148334,0.006912153
1388,"(27.0, 38.0)","(-11.661822208796758, 7.659905561354874)",27,38,-11.66182221,7.659905561,0.002995266
1389,"(27.0, 39.0)","(-11.661822208796758, 7.598327783084473)",27,39,-11.66182221,7.598327783,0.003120942
1390,"(27.0, 40.0)","(-11.661822208796758, 7.536750004814074)",27,40,-11.66182221,7.536750005,0.014157336
1391,"(27.0, 41.0)","(-11.661822208796758, 7.475172226543673)",27,41,-11.66182221,7.475172227,0.004964182
1392,"(27.0, 42.0)","(-11.661822208796758, 7.413594448273273)",27,42,-11.66182221,7.413594448,0.007854719
1393,"(27.0, 43.0)","(-11.661822208796758, 7.3520166700028735)",27,43,-11.66182221,7.35201667,0.008713502
1394,"(27.0, 44.0)","(-11.661822208796758, 7.290438891732474)",27,44,-11.66182221,7.290438892,0.006849315
1395,"(27.0, 45.0)","(-11.661822208796758, 7.228861113462074)",27,45,-11.66182221,7.228861113,0.002606284
1396,"(27.0, 46.0)","(-11.661822208796758, 7.167283335191673)",27,46,-11.66182221,7.167283335,0.001612836
1397,"(27.0, 47.0)","(-11.661822208796758, 7.105705556921274)",27,47,-11.66182221,7.105705557,0.002408781
1398,"(27.0, 48.0)","(-11.661822208796758, 7.044127778650873)",27,48,-11.66182221,7.044127779,0.002953374
1399,"(27.0, 49.0)","(-11.661822208796758, 6.982550000380474)",27,49,-11.66182221,6.98255,0.000583808
1400,"(28.0, 0.0)","(-11.60120554164516, 9.999861135630074)",28,0,-11.60120554,9.999861136,0.004250484
1401,"(28.0, 1.0)","(-11.60120554164516, 9.938283357359673)",28,1,-11.60120554,9.938283357,0.002251494
1402,"(28.0, 2.0)","(-11.60120554164516, 9.876705579089274)",28,2,-11.60120554,9.876705579,0.00431361
1403,"(28.0, 3.0)","(-11.60120554164516, 9.815127800818873)",28,3,-11.60120554,9.815127801,0.005134248
1404,"(28.0, 4.0)","(-11.60120554164516, 9.753550022548474)",28,4,-11.60120554,9.753550023,0.011771606
1405,"(28.0, 5.0)","(-11.60120554164516, 9.691972244278073)",28,5,-11.60120554,9.691972244,0.00589176
1406,"(28.0, 6.0)","(-11.60120554164516, 9.630394466007674)",28,6,-11.60120554,9.630394466,0.071037791
1407,"(28.0, 7.0)","(-11.60120554164516, 9.568816687737273)",28,7,-11.60120554,9.568816688,0.022851612
1408,"(28.0, 8.0)","(-11.60120554164516, 9.507238909466874)",28,8,-11.60120554,9.507238909,0.007301574
1409,"(28.0, 9.0)","(-11.60120554164516, 9.445661131196474)",28,9,-11.60120554,9.445661131,0.002136484
1410,"(28.0, 10.0)","(-11.60120554164516, 9.384083352926073)",28,10,-11.60120554,9.384083353,0.005723424
1411,"(28.0, 11.0)","(-11.60120554164516, 9.322505574655674)",28,11,-11.60120554,9.322505575,0.002503998
1412,"(28.0, 12.0)","(-11.60120554164516, 9.260927796385273)",28,12,-11.60120554,9.260927796,0.0084168
1413,"(28.0, 13.0)","(-11.60120554164516, 9.199350018114874)",28,13,-11.60120554,9.199350018,0.002806753
1414,"(28.0, 14.0)","(-11.60120554164516, 9.137772239844473)",28,14,-11.60120554,9.13777224,0.001914822
1415,"(28.0, 15.0)","(-11.60120554164516, 9.076194461574074)",28,15,-11.60120554,9.076194462,0.006712398
1416,"(28.0, 16.0)","(-11.60120554164516, 9.014616683303673)",28,16,-11.60120554,9.014616683,0.001830654
1417,"(28.0, 17.0)","(-11.60120554164516, 8.953038905033274)",28,17,-11.60120554,8.953038905,0.00178857
1418,"(28.0, 18.0)","(-11.60120554164516, 8.891461126762874)",28,18,-11.60120554,8.891461127,0.002241213
1419,"(28.0, 19.0)","(-11.60120554164516, 8.829883348492473)",28,19,-11.60120554,8.829883348,0.00147294
1420,"(28.0, 20.0)","(-11.60120554164516, 8.768305570222074)",28,20,-11.60120554,8.76830557,0.000357714
1421,"(28.0, 21.0)","(-11.60120554164516, 8.706727791951673)",28,21,-11.60120554,8.706727792,0.004040064
1422,"(28.0, 22.0)","(-11.60120554164516, 8.645150013681274)",28,22,-11.60120554,8.645150014,0.00364459
1423,"(28.0, 23.0)","(-11.60120554164516, 8.583572235410873)",28,23,-11.60120554,8.583572235,0.003114216
1424,"(28.0, 24.0)","(-11.60120554164516, 8.521994457140474)",28,24,-11.60120554,8.521994457,0.001094184
1425,"(28.0, 25.0)","(-11.60120554164516, 8.460416678870073)",28,25,-11.60120554,8.460416679,0.001956906
1426,"(28.0, 26.0)","(-11.60120554164516, 8.398838900599674)",28,26,-11.60120554,8.398838901,0.001220436
1427,"(28.0, 27.0)","(-11.60120554164516, 8.337261122329274)",28,27,-11.60120554,8.337261122,0.001549998
1428,"(28.0, 28.0)","(-11.60120554164516, 8.275683344058873)",28,28,-11.60120554,8.275683344,0.00305109
1429,"(28.0, 29.0)","(-11.60120554164516, 8.214105565788474)",28,29,-11.60120554,8.214105566,0.003009006
1430,"(28.0, 30.0)","(-11.60120554164516, 8.152527787518073)",28,30,-11.60120554,8.152527788,0.00431361
1431,"(28.0, 31.0)","(-11.60120554164516, 8.090950009247674)",28,31,-11.60120554,8.090950009,0.002366889
1432,"(28.0, 32.0)","(-11.60120554164516, 8.029372230977273)",28,32,-11.60120554,8.029372231,0.001746486
1433,"(28.0, 33.0)","(-11.60120554164516, 7.967794452706873)",28,33,-11.60120554,7.967794453,0.005281542
1434,"(28.0, 34.0)","(-11.60120554164516, 7.9062166744364735)",28,34,-11.60120554,7.906216674,0.019421766
1435,"(28.0, 35.0)","(-11.60120554164516, 7.844638896166074)",28,35,-11.60120554,7.844638896,0.00452403
1436,"(28.0, 36.0)","(-11.60120554164516, 7.783061117895674)",28,36,-11.60120554,7.783061118,0.002953374
1437,"(28.0, 37.0)","(-11.60120554164516, 7.721483339625273)",28,37,-11.60120554,7.72148334,0.001241478
1438,"(28.0, 38.0)","(-11.60120554164516, 7.659905561354874)",28,38,-11.60120554,7.659905561,0.002461914
1439,"(28.0, 39.0)","(-11.60120554164516, 7.598327783084473)",28,39,-11.60120554,7.598327783,0.00326151
1440,"(28.0, 40.0)","(-11.60120554164516, 7.536750004814074)",28,40,-11.60120554,7.536750005,0.007435801
1441,"(28.0, 41.0)","(-11.60120554164516, 7.475172226543673)",28,41,-11.60120554,7.475172227,0.005302584
1442,"(28.0, 42.0)","(-11.60120554164516, 7.413594448273273)",28,42,-11.60120554,7.413594448,0.005912802
1443,"(28.0, 43.0)","(-11.60120554164516, 7.3520166700028735)",28,43,-11.60120554,7.35201667,0.003598182
1444,"(28.0, 44.0)","(-11.60120554164516, 7.290438891732474)",28,44,-11.60120554,7.290438892,0.011004966
1445,"(28.0, 45.0)","(-11.60120554164516, 7.228861113462074)",28,45,-11.60120554,7.228861113,0.002995266
1446,"(28.0, 46.0)","(-11.60120554164516, 7.167283335191673)",28,46,-11.60120554,7.167283335,0.00357714
1447,"(28.0, 47.0)","(-11.60120554164516, 7.105705556921274)",28,47,-11.60120554,7.105705557,0.002377746
1448,"(28.0, 48.0)","(-11.60120554164516, 7.044127778650873)",28,48,-11.60120554,7.044127779,0.00199899
1449,"(28.0, 49.0)","(-11.60120554164516, 6.982550000380474)",28,49,-11.60120554,6.98255,0.007980395
1450,"(29.0, 0.0)","(-11.540588874493558, 9.999861135630074)",29,0,-11.54058887,9.999861136,0.008353674
1451,"(29.0, 1.0)","(-11.540588874493558, 9.938283357359673)",29,1,-11.54058887,9.938283357,0.003535056
1452,"(29.0, 2.0)","(-11.540588874493558, 9.876705579089274)",29,2,-11.54058887,9.876705579,0.00357714
1453,"(29.0, 3.0)","(-11.540588874493558, 9.815127800818873)",29,3,-11.54058887,9.815127801,0.003808602
1454,"(29.0, 4.0)","(-11.540588874493558, 9.753550022548474)",29,4,-11.54058887,9.753550023,0.005655398
1455,"(29.0, 5.0)","(-11.540588874493558, 9.691972244278073)",29,5,-11.54058887,9.691972244,0.002672334
1456,"(29.0, 6.0)","(-11.540588874493558, 9.630394466007674)",29,6,-11.54058887,9.630394466,0.008290548
1457,"(29.0, 7.0)","(-11.540588874493558, 9.568816687737273)",29,7,-11.54058887,9.568816688,0.002146284
1458,"(29.0, 8.0)","(-11.540588874493558, 9.507238909466874)",29,8,-11.54058887,9.507238909,0.00042084
1459,"(29.0, 9.0)","(-11.540588874493558, 9.445661131196474)",29,9,-11.54058887,9.445661131,0.002681077
1460,"(29.0, 10.0)","(-11.540588874493558, 9.384083352926073)",29,10,-11.54058887,9.384083353,0.003535056
1461,"(29.0, 11.0)","(-11.540588874493558, 9.322505574655674)",29,11,-11.54058887,9.322505575,0.006544062
1462,"(29.0, 12.0)","(-11.540588874493558, 9.260927796385273)",29,12,-11.54058887,9.260927796,0.00294588
1463,"(29.0, 13.0)","(-11.540588874493558, 9.199350018114874)",29,13,-11.54058887,9.199350018,0.009174312
1464,"(29.0, 14.0)","(-11.540588874493558, 9.137772239844473)",29,14,-11.54058887,9.13777224,0.00378756
1465,"(29.0, 15.0)","(-11.540588874493558, 9.076194461574074)",29,15,-11.54058887,9.076194462,0.013277502
1466,"(29.0, 16.0)","(-11.540588874493558, 9.014616683303673)",29,16,-11.54058887,9.014616683,0.002819628
1467,"(29.0, 17.0)","(-11.540588874493558, 8.953038905033274)",29,17,-11.54058887,8.953038905,0.001304604
1468,"(29.0, 18.0)","(-11.540588874493558, 8.891461126762874)",29,18,-11.54058887,8.891461127,0.002366889
1469,"(29.0, 19.0)","(-11.540588874493558, 8.829883348492473)",29,19,-11.54058887,8.829883348,0.003009006
1470,"(29.0, 20.0)","(-11.540588874493558, 8.768305570222074)",29,20,-11.54058887,8.76830557,0.004019022
1471,"(29.0, 21.0)","(-11.540588874493558, 8.706727791951673)",29,21,-11.54058887,8.706727792,0.00168336
1472,"(29.0, 22.0)","(-11.540588874493558, 8.645150013681274)",29,22,-11.54058887,8.645150014,0.003309455
1473,"(29.0, 23.0)","(-11.540588874493558, 8.583572235410873)",29,23,-11.54058887,8.583572235,0.0031563
1474,"(29.0, 24.0)","(-11.540588874493558, 8.521994457140474)",29,24,-11.54058887,8.521994457,0.001536066
1475,"(29.0, 25.0)","(-11.540588874493558, 8.460416678870073)",29,25,-11.54058887,8.460416679,0.00241983
1476,"(29.0, 26.0)","(-11.540588874493558, 8.398838900599674)",29,26,-11.54058887,8.398838901,0.006144264
1477,"(29.0, 27.0)","(-11.540588874493558, 8.337261122329274)",29,27,-11.54058887,8.337261122,0.002073646
1478,"(29.0, 28.0)","(-11.540588874493558, 8.275683344058873)",29,28,-11.54058887,8.275683344,0.00294588
1479,"(29.0, 29.0)","(-11.540588874493558, 8.214105565788474)",29,29,-11.54058887,8.214105566,0.003850686
1480,"(29.0, 30.0)","(-11.540588874493558, 8.152527787518073)",29,30,-11.54058887,8.152527788,0.00178857
1481,"(29.0, 31.0)","(-11.540588874493558, 8.090950009247674)",29,31,-11.54058887,8.090950009,0.002136484
1482,"(29.0, 32.0)","(-11.540588874493558, 8.029372230977273)",29,32,-11.54058887,8.029372231,0.002777544
1483,"(29.0, 33.0)","(-11.540588874493558, 7.967794452706873)",29,33,-11.54058887,7.967794453,0.00589176
1484,"(29.0, 34.0)","(-11.540588874493558, 7.9062166744364735)",29,34,-11.54058887,7.906216674,0.014687316
1485,"(29.0, 35.0)","(-11.540588874493558, 7.844638896166074)",29,35,-11.54058887,7.844638896,0.004881744
1486,"(29.0, 36.0)","(-11.540588874493558, 7.783061117895674)",29,36,-11.54058887,7.783061118,0.000774999
1487,"(29.0, 37.0)","(-11.540588874493558, 7.721483339625273)",29,37,-11.54058887,7.72148334,0.003009006
1488,"(29.0, 38.0)","(-11.540588874493558, 7.659905561354874)",29,38,-11.54058887,7.659905561,0.00147294
1489,"(29.0, 39.0)","(-11.540588874493558, 7.598327783084473)",29,39,-11.54058887,7.598327783,0.004439862
