,x,y
182,-13.250926414532849,8.478060900484591
183,-13.250967465255274,8.480974323218517
184,-13.251568672025359,8.483314057525591
185,-13.249009404124294,8.486854230437265
186,-13.249087415996163,8.489349669726018
187,-13.249263502166736,8.490069685893562
188,-12.234799344191558,8.718026643830536
189,-12.234449230362168,8.721317704862896
190,-12.234093417477524,8.724562923629737
191,-12.23376320384882,8.727676533567283
192,-12.233453042305515,8.730731842784111
193,-12.233118840401744,8.733842534636286
194,-12.232817722206816,8.736495186446888
195,-12.232481493686173,8.739304524011192
196,-12.22983022466305,8.740750695483475
197,-12.22716953966067,8.742219971049385
198,-12.223994520131903,8.744042471155392
199,-12.220878089718372,8.7456760520594
200,-12.218819792449233,8.748379536830958
201,-12.216704558534458,8.751301921043517
202,-12.214344025030893,8.754414158837054
203,-12.214807603318404,8.757668574420089
204,-12.215235346363055,8.76080478686437
205,-12.215642769176945,8.763615462931218
206,-12.216152503817446,8.766981092771218
207,-12.216695755872955,8.77061835442926
208,-12.217145791868129,8.77395712218135
209,-12.217648489288532,8.777310045260807
210,-12.218107032146044,8.78046578764407
211,-12.218595006825364,8.783793220195932
212,-12.219094888327326,8.787065450702205
213,-12.219675456090487,8.790939081960946
214,-12.220040182129969,8.793685458344179
215,-12.220461105051019,8.796481866314043
216,-12.220885303916544,8.799453429562814
217,-12.221342983527215,8.802599876729003
218,-12.2219196975543,8.806568451266287
219,-12.222385750560138,8.809883518276086
220,-12.222854201767635,8.813234426112066
221,-12.223353424495635,8.816488747175415
222,-12.223808228365145,8.81956822356341
223,-12.22430500691346,8.823221821455508
224,-12.224700132915265,8.825774375314452
225,-12.22481600652954,8.826649858759463
