Location,Pixel_val,Coord_val
2209,"(44, 9)","(-10.631338867219558, 9.445661131196474)"
2210,"(44, 10)","(-10.631338867219558, 9.384083352926073)"
2211,"(44, 11)","(-10.631338867219558, 9.322505574655674)"
2212,"(44, 12)","(-10.631338867219558, 9.260927796385273)"
2213,"(44, 13)","(-10.631338867219558, 9.199350018114874)"
2214,"(44, 14)","(-10.631338867219558, 9.137772239844473)"
2215,"(44, 15)","(-10.631338867219558, 9.076194461574074)"
2216,"(44, 16)","(-10.631338867219558, 9.014616683303673)"
2217,"(44, 17)","(-10.631338867219558, 8.953038905033274)"
2218,"(44, 18)","(-10.631338867219558, 8.891461126762874)"
2219,"(44, 19)","(-10.631338867219558, 8.829883348492473)"
2220,"(44, 20)","(-10.631338867219558, 8.768305570222074)"
2221,"(44, 21)","(-10.631338867219558, 8.706727791951673)"
2222,"(44, 22)","(-10.631338867219558, 8.645150013681274)"
2223,"(44, 23)","(-10.631338867219558, 8.583572235410873)"
2224,"(44, 24)","(-10.631338867219558, 8.521994457140474)"
2225,"(44, 25)","(-10.631338867219558, 8.460416678870073)"
2226,"(44, 26)","(-10.631338867219558, 8.398838900599674)"
2227,"(44, 27)","(-10.631338867219558, 8.337261122329274)"
2228,"(44, 28)","(-10.631338867219558, 8.275683344058873)"
2229,"(44, 29)","(-10.631338867219558, 8.214105565788474)"
2230,"(44, 30)","(-10.631338867219558, 8.152527787518073)"
2231,"(44, 31)","(-10.631338867219558, 8.090950009247674)"
2232,"(44, 32)","(-10.631338867219558, 8.029372230977273)"
2233,"(44, 33)","(-10.631338867219558, 7.967794452706873)"
2234,"(44, 34)","(-10.631338867219558, 7.9062166744364735)"
2235,"(44, 35)","(-10.631338867219558, 7.844638896166074)"
2236,"(44, 36)","(-10.631338867219558, 7.783061117895674)"
2237,"(44, 37)","(-10.631338867219558, 7.721483339625273)"
2238,"(44, 38)","(-10.631338867219558, 7.659905561354874)"
2239,"(44, 39)","(-10.631338867219558, 7.598327783084473)"
2240,"(44, 40)","(-10.631338867219558, 7.536750004814074)"
2241,"(44, 41)","(-10.631338867219558, 7.475172226543673)"
2242,"(44, 42)","(-10.631338867219558, 7.413594448273273)"
2243,"(44, 43)","(-10.631338867219558, 7.3520166700028735)"
2244,"(44, 44)","(-10.631338867219558, 7.290438891732474)"
2245,"(44, 45)","(-10.631338867219558, 7.228861113462074)"
2246,"(44, 46)","(-10.631338867219558, 7.167283335191673)"
2247,"(44, 47)","(-10.631338867219558, 7.105705556921274)"
2248,"(44, 48)","(-10.631338867219558, 7.044127778650873)"
2249,"(44, 49)","(-10.631338867219558, 6.982550000380474)"
2250,"(45, 0)","(-10.570722200067959, 9.999861135630074)"
2251,"(45, 1)","(-10.570722200067959, 9.938283357359673)"
2252,"(45, 2)","(-10.570722200067959, 9.876705579089274)"
2253,"(45, 3)","(-10.570722200067959, 9.815127800818873)"
2254,"(45, 4)","(-10.570722200067959, 9.753550022548474)"
2255,"(45, 5)","(-10.570722200067959, 9.691972244278073)"
2256,"(45, 6)","(-10.570722200067959, 9.630394466007674)"
2257,"(45, 7)","(-10.570722200067959, 9.568816687737273)"
2258,"(45, 8)","(-10.570722200067959, 9.507238909466874)"
2259,"(45, 9)","(-10.570722200067959, 9.445661131196474)"
2260,"(45, 10)","(-10.570722200067959, 9.384083352926073)"
2261,"(45, 11)","(-10.570722200067959, 9.322505574655674)"
2262,"(45, 12)","(-10.570722200067959, 9.260927796385273)"
2263,"(45, 13)","(-10.570722200067959, 9.199350018114874)"
2264,"(45, 14)","(-10.570722200067959, 9.137772239844473)"
2265,"(45, 15)","(-10.570722200067959, 9.076194461574074)"
2266,"(45, 16)","(-10.570722200067959, 9.014616683303673)"
2267,"(45, 17)","(-10.570722200067959, 8.953038905033274)"
2268,"(45, 18)","(-10.570722200067959, 8.891461126762874)"
2269,"(45, 19)","(-10.570722200067959, 8.829883348492473)"
2270,"(45, 20)","(-10.570722200067959, 8.768305570222074)"
2271,"(45, 21)","(-10.570722200067959, 8.706727791951673)"
2272,"(45, 22)","(-10.570722200067959, 8.645150013681274)"
2273,"(45, 23)","(-10.570722200067959, 8.583572235410873)"
2274,"(45, 24)","(-10.570722200067959, 8.521994457140474)"
2275,"(45, 25)","(-10.570722200067959, 8.460416678870073)"
2276,"(45, 26)","(-10.570722200067959, 8.398838900599674)"
2277,"(45, 27)","(-10.570722200067959, 8.337261122329274)"
2278,"(45, 28)","(-10.570722200067959, 8.275683344058873)"
2279,"(45, 29)","(-10.570722200067959, 8.214105565788474)"
2280,"(45, 30)","(-10.570722200067959, 8.152527787518073)"
2281,"(45, 31)","(-10.570722200067959, 8.090950009247674)"
2282,"(45, 32)","(-10.570722200067959, 8.029372230977273)"
2283,"(45, 33)","(-10.570722200067959, 7.967794452706873)"
2284,"(45, 34)","(-10.570722200067959, 7.9062166744364735)"
2285,"(45, 35)","(-10.570722200067959, 7.844638896166074)"
2286,"(45, 36)","(-10.570722200067959, 7.783061117895674)"
2287,"(45, 37)","(-10.570722200067959, 7.721483339625273)"
2288,"(45, 38)","(-10.570722200067959, 7.659905561354874)"
2289,"(45, 39)","(-10.570722200067959, 7.598327783084473)"
2290,"(45, 40)","(-10.570722200067959, 7.536750004814074)"
2291,"(45, 41)","(-10.570722200067959, 7.475172226543673)"
2292,"(45, 42)","(-10.570722200067959, 7.413594448273273)"
2293,"(45, 43)","(-10.570722200067959, 7.3520166700028735)"
2294,"(45, 44)","(-10.570722200067959, 7.290438891732474)"
2295,"(45, 45)","(-10.570722200067959, 7.228861113462074)"
2296,"(45, 46)","(-10.570722200067959, 7.167283335191673)"
2297,"(45, 47)","(-10.570722200067959, 7.105705556921274)"
2298,"(45, 48)","(-10.570722200067959, 7.044127778650873)"
2299,"(45, 49)","(-10.570722200067959, 6.982550000380474)"
2300,"(46, 0)","(-10.51010553291636, 9.999861135630074)"
2301,"(46, 1)","(-10.51010553291636, 9.938283357359673)"
2302,"(46, 2)","(-10.51010553291636, 9.876705579089274)"
2303,"(46, 3)","(-10.51010553291636, 9.815127800818873)"
2304,"(46, 4)","(-10.51010553291636, 9.753550022548474)"
2305,"(46, 5)","(-10.51010553291636, 9.691972244278073)"
2306,"(46, 6)","(-10.51010553291636, 9.630394466007674)"
2307,"(46, 7)","(-10.51010553291636, 9.568816687737273)"
2308,"(46, 8)","(-10.51010553291636, 9.507238909466874)"
2309,"(46, 9)","(-10.51010553291636, 9.445661131196474)"
2310,"(46, 10)","(-10.51010553291636, 9.384083352926073)"
2311,"(46, 11)","(-10.51010553291636, 9.322505574655674)"
2312,"(46, 12)","(-10.51010553291636, 9.260927796385273)"
2313,"(46, 13)","(-10.51010553291636, 9.199350018114874)"
2314,"(46, 14)","(-10.51010553291636, 9.137772239844473)"
2315,"(46, 15)","(-10.51010553291636, 9.076194461574074)"
2316,"(46, 16)","(-10.51010553291636, 9.014616683303673)"
2317,"(46, 17)","(-10.51010553291636, 8.953038905033274)"
2318,"(46, 18)","(-10.51010553291636, 8.891461126762874)"
2319,"(46, 19)","(-10.51010553291636, 8.829883348492473)"
2320,"(46, 20)","(-10.51010553291636, 8.768305570222074)"
2321,"(46, 21)","(-10.51010553291636, 8.706727791951673)"
2322,"(46, 22)","(-10.51010553291636, 8.645150013681274)"
2323,"(46, 23)","(-10.51010553291636, 8.583572235410873)"
2324,"(46, 24)","(-10.51010553291636, 8.521994457140474)"
2325,"(46, 25)","(-10.51010553291636, 8.460416678870073)"
2326,"(46, 26)","(-10.51010553291636, 8.398838900599674)"
2327,"(46, 27)","(-10.51010553291636, 8.337261122329274)"
2328,"(46, 28)","(-10.51010553291636, 8.275683344058873)"
2329,"(46, 29)","(-10.51010553291636, 8.214105565788474)"
2330,"(46, 30)","(-10.51010553291636, 8.152527787518073)"
2331,"(46, 31)","(-10.51010553291636, 8.090950009247674)"
2332,"(46, 32)","(-10.51010553291636, 8.029372230977273)"
2333,"(46, 33)","(-10.51010553291636, 7.967794452706873)"
2334,"(46, 34)","(-10.51010553291636, 7.9062166744364735)"
2335,"(46, 35)","(-10.51010553291636, 7.844638896166074)"
2336,"(46, 36)","(-10.51010553291636, 7.783061117895674)"
2337,"(46, 37)","(-10.51010553291636, 7.721483339625273)"
2338,"(46, 38)","(-10.51010553291636, 7.659905561354874)"
2339,"(46, 39)","(-10.51010553291636, 7.598327783084473)"
2340,"(46, 40)","(-10.51010553291636, 7.536750004814074)"
2341,"(46, 41)","(-10.51010553291636, 7.475172226543673)"
2342,"(46, 42)","(-10.51010553291636, 7.413594448273273)"
2343,"(46, 43)","(-10.51010553291636, 7.3520166700028735)"
2344,"(46, 44)","(-10.51010553291636, 7.290438891732474)"
2345,"(46, 45)","(-10.51010553291636, 7.228861113462074)"
2346,"(46, 46)","(-10.51010553291636, 7.167283335191673)"
2347,"(46, 47)","(-10.51010553291636, 7.105705556921274)"
2348,"(46, 48)","(-10.51010553291636, 7.044127778650873)"
2349,"(46, 49)","(-10.51010553291636, 6.982550000380474)"
2350,"(47, 0)","(-10.449488865764758, 9.999861135630074)"
2351,"(47, 1)","(-10.449488865764758, 9.938283357359673)"
2352,"(47, 2)","(-10.449488865764758, 9.876705579089274)"
2353,"(47, 3)","(-10.449488865764758, 9.815127800818873)"
2354,"(47, 4)","(-10.449488865764758, 9.753550022548474)"
2355,"(47, 5)","(-10.449488865764758, 9.691972244278073)"
2356,"(47, 6)","(-10.449488865764758, 9.630394466007674)"
2357,"(47, 7)","(-10.449488865764758, 9.568816687737273)"
2358,"(47, 8)","(-10.449488865764758, 9.507238909466874)"
2359,"(47, 9)","(-10.449488865764758, 9.445661131196474)"
2360,"(47, 10)","(-10.449488865764758, 9.384083352926073)"
2361,"(47, 11)","(-10.449488865764758, 9.322505574655674)"
2362,"(47, 12)","(-10.449488865764758, 9.260927796385273)"
2363,"(47, 13)","(-10.449488865764758, 9.199350018114874)"
2364,"(47, 14)","(-10.449488865764758, 9.137772239844473)"
2365,"(47, 15)","(-10.449488865764758, 9.076194461574074)"
2366,"(47, 16)","(-10.449488865764758, 9.014616683303673)"
2367,"(47, 17)","(-10.449488865764758, 8.953038905033274)"
2368,"(47, 18)","(-10.449488865764758, 8.891461126762874)"
2369,"(47, 19)","(-10.449488865764758, 8.829883348492473)"
2370,"(47, 20)","(-10.449488865764758, 8.768305570222074)"
2371,"(47, 21)","(-10.449488865764758, 8.706727791951673)"
2372,"(47, 22)","(-10.449488865764758, 8.645150013681274)"
2373,"(47, 23)","(-10.449488865764758, 8.583572235410873)"
2374,"(47, 24)","(-10.449488865764758, 8.521994457140474)"
2375,"(47, 25)","(-10.449488865764758, 8.460416678870073)"
2376,"(47, 26)","(-10.449488865764758, 8.398838900599674)"
2377,"(47, 27)","(-10.449488865764758, 8.337261122329274)"
2378,"(47, 28)","(-10.449488865764758, 8.275683344058873)"
2379,"(47, 29)","(-10.449488865764758, 8.214105565788474)"
2380,"(47, 30)","(-10.449488865764758, 8.152527787518073)"
2381,"(47, 31)","(-10.449488865764758, 8.090950009247674)"
2382,"(47, 32)","(-10.449488865764758, 8.029372230977273)"
2383,"(47, 33)","(-10.449488865764758, 7.967794452706873)"
2384,"(47, 34)","(-10.449488865764758, 7.9062166744364735)"
2385,"(47, 35)","(-10.449488865764758, 7.844638896166074)"
2386,"(47, 36)","(-10.449488865764758, 7.783061117895674)"
2387,"(47, 37)","(-10.449488865764758, 7.721483339625273)"
2388,"(47, 38)","(-10.449488865764758, 7.659905561354874)"
2389,"(47, 39)","(-10.449488865764758, 7.598327783084473)"
2390,"(47, 40)","(-10.449488865764758, 7.536750004814074)"
2391,"(47, 41)","(-10.449488865764758, 7.475172226543673)"
2392,"(47, 42)","(-10.449488865764758, 7.413594448273273)"
2393,"(47, 43)","(-10.449488865764758, 7.3520166700028735)"
2394,"(47, 44)","(-10.449488865764758, 7.290438891732474)"
2395,"(47, 45)","(-10.449488865764758, 7.228861113462074)"
2396,"(47, 46)","(-10.449488865764758, 7.167283335191673)"
2397,"(47, 47)","(-10.449488865764758, 7.105705556921274)"
2398,"(47, 48)","(-10.449488865764758, 7.044127778650873)"
2399,"(47, 49)","(-10.449488865764758, 6.982550000380474)"
2400,"(48, 0)","(-10.388872198613159, 9.999861135630074)"
2401,"(48, 1)","(-10.388872198613159, 9.938283357359673)"
2402,"(48, 2)","(-10.388872198613159, 9.876705579089274)"
2403,"(48, 3)","(-10.388872198613159, 9.815127800818873)"
2404,"(48, 4)","(-10.388872198613159, 9.753550022548474)"
2405,"(48, 5)","(-10.388872198613159, 9.691972244278073)"
2406,"(48, 6)","(-10.388872198613159, 9.630394466007674)"
2407,"(48, 7)","(-10.388872198613159, 9.568816687737273)"
2408,"(48, 8)","(-10.388872198613159, 9.507238909466874)"
2409,"(48, 9)","(-10.388872198613159, 9.445661131196474)"
2410,"(48, 10)","(-10.388872198613159, 9.384083352926073)"
2411,"(48, 11)","(-10.388872198613159, 9.322505574655674)"
2412,"(48, 12)","(-10.388872198613159, 9.260927796385273)"
2413,"(48, 13)","(-10.388872198613159, 9.199350018114874)"
2414,"(48, 14)","(-10.388872198613159, 9.137772239844473)"
2415,"(48, 15)","(-10.388872198613159, 9.076194461574074)"
2416,"(48, 16)","(-10.388872198613159, 9.014616683303673)"
2417,"(48, 17)","(-10.388872198613159, 8.953038905033274)"
2418,"(48, 18)","(-10.388872198613159, 8.891461126762874)"
2419,"(48, 19)","(-10.388872198613159, 8.829883348492473)"
2420,"(48, 20)","(-10.388872198613159, 8.768305570222074)"
2421,"(48, 21)","(-10.388872198613159, 8.706727791951673)"
2422,"(48, 22)","(-10.388872198613159, 8.645150013681274)"
2423,"(48, 23)","(-10.388872198613159, 8.583572235410873)"
2424,"(48, 24)","(-10.388872198613159, 8.521994457140474)"
2425,"(48, 25)","(-10.388872198613159, 8.460416678870073)"
2426,"(48, 26)","(-10.388872198613159, 8.398838900599674)"
2427,"(48, 27)","(-10.388872198613159, 8.337261122329274)"
2428,"(48, 28)","(-10.388872198613159, 8.275683344058873)"
2429,"(48, 29)","(-10.388872198613159, 8.214105565788474)"
2430,"(48, 30)","(-10.388872198613159, 8.152527787518073)"
2431,"(48, 31)","(-10.388872198613159, 8.090950009247674)"
2432,"(48, 32)","(-10.388872198613159, 8.029372230977273)"
2433,"(48, 33)","(-10.388872198613159, 7.967794452706873)"
2434,"(48, 34)","(-10.388872198613159, 7.9062166744364735)"
2435,"(48, 35)","(-10.388872198613159, 7.844638896166074)"
2436,"(48, 36)","(-10.388872198613159, 7.783061117895674)"
2437,"(48, 37)","(-10.388872198613159, 7.721483339625273)"
2438,"(48, 38)","(-10.388872198613159, 7.659905561354874)"
2439,"(48, 39)","(-10.388872198613159, 7.598327783084473)"
2440,"(48, 40)","(-10.388872198613159, 7.536750004814074)"
2441,"(48, 41)","(-10.388872198613159, 7.475172226543673)"
2442,"(48, 42)","(-10.388872198613159, 7.413594448273273)"
2443,"(48, 43)","(-10.388872198613159, 7.3520166700028735)"
2444,"(48, 44)","(-10.388872198613159, 7.290438891732474)"
2445,"(48, 45)","(-10.388872198613159, 7.228861113462074)"
2446,"(48, 46)","(-10.388872198613159, 7.167283335191673)"
2447,"(48, 47)","(-10.388872198613159, 7.105705556921274)"
2448,"(48, 48)","(-10.388872198613159, 7.044127778650873)"
2449,"(48, 49)","(-10.388872198613159, 6.982550000380474)"
2450,"(49, 0)","(-10.328255531461558, 9.999861135630074)"
2451,"(49, 1)","(-10.328255531461558, 9.938283357359673)"
2452,"(49, 2)","(-10.328255531461558, 9.876705579089274)"
2453,"(49, 3)","(-10.328255531461558, 9.815127800818873)"
2454,"(49, 4)","(-10.328255531461558, 9.753550022548474)"
2455,"(49, 5)","(-10.328255531461558, 9.691972244278073)"
2456,"(49, 6)","(-10.328255531461558, 9.630394466007674)"
2457,"(49, 7)","(-10.328255531461558, 9.568816687737273)"
2458,"(49, 8)","(-10.328255531461558, 9.507238909466874)"
2459,"(49, 9)","(-10.328255531461558, 9.445661131196474)"
2460,"(49, 10)","(-10.328255531461558, 9.384083352926073)"
2461,"(49, 11)","(-10.328255531461558, 9.322505574655674)"
2462,"(49, 12)","(-10.328255531461558, 9.260927796385273)"
2463,"(49, 13)","(-10.328255531461558, 9.199350018114874)"
2464,"(49, 14)","(-10.328255531461558, 9.137772239844473)"
2465,"(49, 15)","(-10.328255531461558, 9.076194461574074)"
2466,"(49, 16)","(-10.328255531461558, 9.014616683303673)"
2467,"(49, 17)","(-10.328255531461558, 8.953038905033274)"
2468,"(49, 18)","(-10.328255531461558, 8.891461126762874)"
2469,"(49, 19)","(-10.328255531461558, 8.829883348492473)"
2470,"(49, 20)","(-10.328255531461558, 8.768305570222074)"
2471,"(49, 21)","(-10.328255531461558, 8.706727791951673)"
2472,"(49, 22)","(-10.328255531461558, 8.645150013681274)"
2473,"(49, 23)","(-10.328255531461558, 8.583572235410873)"
2474,"(49, 24)","(-10.328255531461558, 8.521994457140474)"
2475,"(49, 25)","(-10.328255531461558, 8.460416678870073)"
2476,"(49, 26)","(-10.328255531461558, 8.398838900599674)"
2477,"(49, 27)","(-10.328255531461558, 8.337261122329274)"
2478,"(49, 28)","(-10.328255531461558, 8.275683344058873)"
2479,"(49, 29)","(-10.328255531461558, 8.214105565788474)"
2480,"(49, 30)","(-10.328255531461558, 8.152527787518073)"
2481,"(49, 31)","(-10.328255531461558, 8.090950009247674)"
2482,"(49, 32)","(-10.328255531461558, 8.029372230977273)"
2483,"(49, 33)","(-10.328255531461558, 7.967794452706873)"
2484,"(49, 34)","(-10.328255531461558, 7.9062166744364735)"
2485,"(49, 35)","(-10.328255531461558, 7.844638896166074)"
2486,"(49, 36)","(-10.328255531461558, 7.783061117895674)"
2487,"(49, 37)","(-10.328255531461558, 7.721483339625273)"
2488,"(49, 38)","(-10.328255531461558, 7.659905561354874)"
2489,"(49, 39)","(-10.328255531461558, 7.598327783084473)"
2490,"(49, 40)","(-10.328255531461558, 7.536750004814074)"
2491,"(49, 41)","(-10.328255531461558, 7.475172226543673)"
2492,"(49, 42)","(-10.328255531461558, 7.413594448273273)"
2493,"(49, 43)","(-10.328255531461558, 7.3520166700028735)"
2494,"(49, 44)","(-10.328255531461558, 7.290438891732474)"
2495,"(49, 45)","(-10.328255531461558, 7.228861113462074)"
2496,"(49, 46)","(-10.328255531461558, 7.167283335191673)"
2497,"(49, 47)","(-10.328255531461558, 7.105705556921274)"
2498,"(49, 48)","(-10.328255531461558, 7.044127778650873)"
2499,"(49, 49)","(-10.328255531461558, 6.982550000380474)"
